Concept,semantic_fiel,POS,vi,hi,vi-hi,Rank
schlankA,NA,Adjective,0.334,0.247,0.088,748
scheinenV,Cognition,Verb,0.337,0.25,0.088,749
RedeN,Speech and language,Noun,0.364,0.277,0.087,750
LarmN,NA,Noun,0.361,0.275,0.087,751
RufN,NA,Noun,0.327,0.241,0.086,752
DezemberN,NA,Noun,0.767,0.681,0.086,753
zunehmenV,NA,Verb,0.321,0.235,0.086,754
schonA,Emotions and values,Adjective,0.348,0.262,0.086,755
RuderN,Motion,Noun,0.505,0.419,0.086,756
tausendNUM,Quantity,Numerical,0.751,0.666,0.085,757
TischN,The house,Noun,0.753,0.669,0.084,758
ziehenV,Basic actions and technology,Verb,0.379,0.296,0.084,759
GesprachN,NA,Noun,0.309,0.226,0.083,760
fallenlassenV,NA,Verb,0.338,0.255,0.083,761
klugA,Emotions and values,Adjective,0.443,0.362,0.081,762
GroeN,NA,Noun,0.336,0.255,0.081,763
SundeN,NA,Noun,0.67,0.59,0.08,764
EntfernungN,NA,Noun,0.307,0.227,0.08,765
werfenV,Motion,Verb,0.321,0.241,0.08,766
besuchenV,NA,Verb,0.339,0.26,0.079,767
herstellenV,NA,Verb,0.329,0.25,0.079,768
besitzenV,Possession,Verb,0.343,0.264,0.079,769
StuckN,Quantity,Noun,0.424,0.346,0.078,770
BusenN,The body,Noun,0.319,0.241,0.078,771
FunkeN,NA,Noun,0.518,0.441,0.077,772
FubodenN,The house,Noun,0.453,0.376,0.077,773
MaiN,NA,Noun,0.769,0.693,0.077,774
WareN,NA,Noun,0.653,0.576,0.077,775
MarzN,NA,Noun,0.733,0.656,0.077,776
taubA,The body,Adjective,0.655,0.579,0.076,777
KissenN,The house,Noun,0.463,0.387,0.076,778
NeuigkeitN,NA,Noun,0.538,0.463,0.075,779
geradeausADV,NA,Adverb,0.323,0.248,0.075,780
KrankheitN,The body,Noun,0.35,0.275,0.075,781
AngelegenheitN,NA,Noun,0.383,0.309,0.074,782
kuhlA,NA,Adjective,0.308,0.234,0.074,783
EssenN,NA,Noun,0.308,0.235,0.073,784
EnteN,Animals,Noun,0.492,0.42,0.073,785
einstADV,NA,Adverb,0.304,0.232,0.072,786
klopfenV,NA,Verb,0.346,0.274,0.072,787
redenV,NA,Verb,0.309,0.237,0.072,788
wiederADV,Time,Adverb,0.327,0.257,0.071,789
wohnenV,The house,Verb,0.373,0.303,0.07,790
FensterN,The house,Noun,0.444,0.377,0.067,791
altLebewesenA,NA,Adjective,0.33,0.264,0.066,792
behindernV,NA,Verb,0.283,0.218,0.065,793
zuruckADV,NA,Adverb,0.331,0.266,0.065,794
HohleN,The physical world,Noun,0.354,0.289,0.065,795
AprilN,NA,Noun,0.748,0.683,0.065,796
reinigenV,NA,Verb,0.55,0.486,0.064,797
sehrADV,NA,Adverb,0.328,0.265,0.063,798
genesenV,NA,Verb,0.321,0.259,0.062,799
pfluckenV,NA,Verb,0.31,0.248,0.062,800
lassenV,NA,Verb,0.298,0.236,0.062,801
HahnN,Animals,Noun,0.509,0.447,0.062,802
GeschirrN,NA,Noun,0.323,0.261,0.061,803
NabelN,The body,Noun,0.401,0.34,0.061,804
SchaufelN,Agriculture and vegetation,Noun,0.589,0.528,0.061,805
StangeN,NA,Noun,0.393,0.332,0.061,806
durchPRP,Miscellaneous function words,Preposition,0.299,0.238,0.061,807
schutzenV,NA,Verb,0.328,0.267,0.06,808
GetreideN,Agriculture and vegetation,Noun,0.352,0.292,0.06,809
DeckeN,The house,Noun,0.503,0.444,0.059,810
fassenV,NA,Verb,0.392,0.333,0.059,811
einladenV,Social and political relations,Verb,0.334,0.275,0.059,812
hinabADV,Spatial relations,Adverb,0.305,0.247,0.058,813
StaubN,The physical world,Noun,0.438,0.38,0.058,814
LeineN,NA,Noun,0.304,0.246,0.058,815
fuhlenV,NA,Verb,0.407,0.349,0.058,816
druckenV,Basic actions and technology,Verb,0.273,0.216,0.057,817
abwischenV,Basic actions and technology,Verb,0.333,0.275,0.057,818
ZeichenN,NA,Noun,0.57,0.514,0.056,819
SacheN,Possession,Noun,0.281,0.225,0.056,820
GegendN,NA,Noun,0.318,0.262,0.056,821
geratenV,NA,Verb,0.299,0.243,0.056,822
sanftA,NA,Adjective,0.345,0.29,0.055,823
SehneN,The body,Noun,0.404,0.35,0.054,824
mogenV,NA,Verb,0.307,0.253,0.054,825
rauschenV,NA,Verb,0.273,0.22,0.053,826
StabN,NA,Noun,0.319,0.266,0.053,827
StammN,Agriculture and vegetation,Noun,0.343,0.29,0.053,828
HoseN,Clothing and grooming,Noun,0.637,0.585,0.053,829
betrugenV,Cognition,Verb,0.311,0.259,0.052,830
hinzufugenV,NA,Verb,0.267,0.216,0.051,831
badenV,The body,Verb,0.382,0.333,0.049,832
erwartenV,NA,Verb,0.359,0.311,0.048,833
passierenV,NA,Verb,0.291,0.243,0.048,834
PfadN,Motion,Noun,0.33,0.282,0.047,835
wunschenV,NA,Verb,0.307,0.26,0.047,836
geizigA,Possession,Adjective,0.286,0.24,0.046,837
farbenV,Clothing and grooming,Verb,0.44,0.394,0.046,838
ArzneiN,The body,Noun,0.431,0.385,0.046,839
StoffN,Clothing and grooming,Noun,0.3,0.255,0.046,840
beschadigenV,Possession,Verb,0.336,0.291,0.045,841
FreitagN,Time,Noun,0.654,0.61,0.044,842
WelleN,The physical world,Noun,0.431,0.387,0.044,843
SchlussN,Time,Noun,0.268,0.224,0.044,844
antreibenV,NA,Verb,0.345,0.302,0.043,845
funkelnV,NA,Verb,0.281,0.238,0.043,846
dannADV,NA,Adverb,0.329,0.286,0.043,847
aufbewahrenV,Possession,Verb,0.358,0.316,0.043,848
NahrungN,Food and drink,Noun,0.286,0.244,0.042,849
NutzenN,NA,Noun,0.627,0.585,0.042,850
leckerA,NA,Adjective,0.335,0.294,0.041,851
festA,NA,Adjective,0.339,0.298,0.041,852
MutzeN,NA,Noun,0.479,0.439,0.041,853
DorfN,Social and political relations,Noun,0.339,0.299,0.04,854
verbessernV,NA,Verb,0.297,0.257,0.039,855
OnkelN,Kinship,Noun,0.431,0.392,0.039,856
sichbeeilenV,Time,Verb,0.284,0.245,0.039,857
eilenV,Time,Verb,0.339,0.3,0.038,858
nebenPRP,NA,Preposition,0.277,0.239,0.038,859
buntA,NA,Adjective,0.325,0.286,0.038,860
krankwerdenV,NA,Verb,0.275,0.237,0.038,861
teuerA,Possession,Adjective,0.408,0.373,0.036,862
KieferAnatomieN,The body,Noun,0.379,0.344,0.035,863
schmutzigA,Sense perception,Adjective,0.298,0.263,0.035,864
wohinFADV,NA,Interrogative (adv.),0.423,0.388,0.035,865
vorwartsADV,NA,Adverb,0.331,0.296,0.035,866
TuchN,NA,Noun,0.308,0.274,0.034,867
schlechtA,Emotions and values,Adjective,0.297,0.264,0.033,868
bewachenV,NA,Verb,0.292,0.26,0.032,869
gelingenV,NA,Verb,0.373,0.342,0.031,870
malenV,Basic actions and technology,Verb,0.658,0.628,0.03,871
verderbenV,NA,Verb,0.339,0.309,0.03,872
wahrA,Emotions and values,Adjective,0.385,0.355,0.03,873
FeindN,Social and political relations,Noun,0.617,0.588,0.029,874
StockN,NA,Noun,0.473,0.444,0.029,875
sausenV,NA,Verb,0.287,0.26,0.027,876
bratenV,NA,Verb,0.298,0.272,0.026,877
ubersetzenV,NA,Verb,0.494,0.469,0.025,878
schwingenV,NA,Verb,0.3,0.275,0.024,879
tanzenV,Motion,Verb,0.68,0.655,0.024,880
umdrehenV,NA,Verb,0.298,0.274,0.024,881
AbhangN,The physical world,Noun,0.269,0.246,0.024,882
brausenV,NA,Verb,0.271,0.248,0.023,883
BreiN,NA,Noun,0.62,0.597,0.023,884
spitzA,Spatial relations,Adjective,0.311,0.288,0.023,885
sicherholenV,The body,Verb,0.341,0.318,0.023,886
einmalADV,NA,Adverb,0.254,0.232,0.022,887
schlimmA,NA,Adjective,0.286,0.264,0.022,888
FarbeN,Basic actions and technology,Noun,0.469,0.449,0.02,889
JuliN,NA,Noun,0.711,0.693,0.019,890
uberallADV,NA,Adverb,0.267,0.248,0.018,891
schaukelnV,NA,Verb,0.25,0.232,0.018,892
hackenV,Basic actions and technology,Verb,0.338,0.32,0.018,893
ArtN,NA,Noun,0.365,0.348,0.017,894
SchafN,Animals,Noun,0.391,0.376,0.016,895
BuchN,Speech and language,Noun,0.728,0.713,0.015,896
packenV,NA,Verb,0.265,0.251,0.014,897
leitenV,Motion,Verb,0.273,0.26,0.014,898
KanteN,Spatial relations,Noun,0.332,0.319,0.013,899
HandtuchN,Clothing and grooming,Noun,0.276,0.264,0.012,900
tauchenV,Motion,Verb,0.332,0.321,0.011,901
oderCNJ,Cognition,Conjunction,0.537,0.526,0.011,902
nurADV,Quantity,Adverb,0.34,0.33,0.01,903
DeckelN,NA,Noun,0.421,0.411,0.01,904
anschauenV,Sense perception,Verb,0.278,0.269,0.01,905
baldADV,Time,Adverb,0.274,0.265,0.009,906
WieseN,NA,Noun,0.395,0.386,0.009,907
aufziehenV,NA,Verb,0.242,0.236,0.006,908
GeschaftN,NA,Noun,0.292,0.287,0.005,909
StiefelN,Clothing and grooming,Noun,0.65,0.646,0.004,910
MarchenN,NA,Noun,0.374,0.37,0.004,911
schmuckenV,NA,Verb,0.317,0.314,0.003,912
vergebensADV,NA,Adverb,0.279,0.276,0.003,913
versuchenV,Cognition,Verb,0.267,0.266,0.001,914
LustN,NA,Noun,0.288,0.29,-0.001,915
ErzahlungN,NA,Noun,0.3,0.302,-0.001,916
ruhrenV,NA,Verb,0.258,0.259,-0.001,917
DreckN,NA,Noun,0.261,0.264,-0.003,918
mudewerdenV,NA,Verb,0.253,0.257,-0.004,919
tauschenV,NA,Verb,0.351,0.355,-0.004,920
sichruhrenV,NA,Verb,0.242,0.247,-0.005,921
abfahrenV,NA,Verb,0.228,0.234,-0.006,922
beruhrenV,Sense perception,Verb,0.249,0.257,-0.008,923
ZeitungN,Modern world,Noun,0.674,0.682,-0.008,924
SumpfN,The physical world,Noun,0.301,0.31,-0.009,925
manchmalADV,Time,Adverb,0.239,0.249,-0.01,926
blindA,The body,Adjective,0.614,0.625,-0.011,927
fuhrenV,NA,Verb,0.435,0.445,-0.011,928
ansehenV,NA,Verb,0.237,0.248,-0.011,929
stumpfA,Sense perception,Adjective,0.346,0.358,-0.012,930
krankA,The body,Adjective,0.374,0.386,-0.012,931
spazierengehenV,NA,Verb,0.354,0.367,-0.012,932
sauberA,Sense perception,Adjective,0.458,0.476,-0.018,933
SchmutzN,NA,Noun,0.286,0.304,-0.019,934
erzahlenV,Speech and language,Verb,0.277,0.296,-0.019,935
sichdrehenV,NA,Verb,0.319,0.338,-0.019,936
QuelleN,NA,Noun,0.283,0.302,-0.019,937
zusammenADV,NA,Adverb,0.312,0.333,-0.021,938
bemerkenV,NA,Verb,0.257,0.279,-0.021,939
springenV,Motion,Verb,0.278,0.3,-0.022,940
KummerN,Emotions and values,Noun,0.407,0.43,-0.023,941
belastigenV,NA,Verb,0.25,0.275,-0.025,942
HerdeN,NA,Noun,0.396,0.422,-0.025,943
beherrschenV,Social and political relations,Verb,0.374,0.4,-0.025,944
LagerfeuerN,NA,Noun,0.268,0.294,-0.026,945
UngluckN,Emotions and values,Noun,0.391,0.418,-0.026,946
pfeifenV,Speech and language,Verb,0.338,0.365,-0.027,947
OlN,Food and drink,Noun,0.685,0.712,-0.027,948
fleiigA,NA,Adjective,0.267,0.296,-0.028,949
JungeN,Kinship,Noun,0.26,0.288,-0.028,950
TeeN,Modern world,Noun,0.523,0.553,-0.03,951
PilzN,Agriculture and vegetation,Noun,0.402,0.432,-0.031,952
GabelN,Food and drink,Noun,0.644,0.677,-0.033,953
hubschA,NA,Adjective,0.248,0.283,-0.035,954
KonigN,Social and political relations,Noun,0.661,0.699,-0.037,955
denkenV,NA,Verb,0.414,0.451,-0.037,956
BeutelN,NA,Noun,0.411,0.449,-0.037,957
ruttelnV,NA,Verb,0.328,0.367,-0.038,958
bauenV,Basic actions and technology,Verb,0.28,0.319,-0.04,959
treffenV,NA,Verb,0.244,0.285,-0.041,960
BarschN,NA,Noun,0.601,0.643,-0.042,961
plotzlichADV,NA,Adverb,0.249,0.293,-0.044,962
geschicktA,NA,Adjective,0.307,0.352,-0.045,963
prahlenV,Speech and language,Verb,0.246,0.294,-0.047,964
PlatteN,NA,Noun,0.696,0.746,-0.05,965
KatzeN,Animals,Noun,0.644,0.694,-0.05,966
begreifenV,Cognition,Verb,0.283,0.335,-0.051,967
SamstagN,Time,Noun,0.69,0.744,-0.054,968
schleppenV,NA,Verb,0.301,0.355,-0.054,969
SchnurN,NA,Noun,0.452,0.512,-0.06,970
schimpfenV,NA,Verb,0.249,0.31,-0.06,971
GrovaterN,Kinship,Noun,0.433,0.497,-0.064,972
immerADV,Time,Adverb,0.276,0.341,-0.065,973
KircheN,Religion and belief,Noun,0.626,0.693,-0.067,974
AtemN,NA,Noun,0.291,0.359,-0.068,975
storenV,NA,Verb,0.246,0.314,-0.068,976
LadenN,NA,Noun,0.628,0.698,-0.07,977
MachtN,NA,Noun,0.537,0.607,-0.07,978
groA,Spatial relations,Adjective,0.425,0.496,-0.071,979
ZwiebelN,NA,Noun,0.64,0.716,-0.076,980
EuleN,Animals,Noun,0.425,0.502,-0.077,981
SchlossN,The house,Noun,0.419,0.497,-0.078,982
PuppeN,NA,Noun,0.373,0.467,-0.094,983
ZaunN,Agriculture and vegetation,Noun,0.248,0.342,-0.094,984
nochADV,NA,Adverb,0.333,0.428,-0.095,985
GedankeN,NA,Noun,0.489,0.587,-0.098,986
SchwarmN,NA,Noun,0.262,0.364,-0.101,987
jagenV,Warfare and hunting,Verb,0.335,0.444,-0.11,988
EimerN,NA,Noun,0.607,0.725,-0.118,989
BachN,NA,Noun,0.288,0.418,-0.13,990
GlasN,Basic actions and technology,Noun,0.479,0.612,-0.132,991
StadtN,Social and political relations,Noun,0.446,0.582,-0.135,992
SchuhN,Clothing and grooming,Noun,0.329,0.47,-0.14,993
schonADV,NA,Adverb,0.321,0.468,-0.147,994
RegalN,The house,Noun,0.375,0.528,-0.153,995
InselN,The physical world,Noun,0.377,0.532,-0.155,996
SpeiseN,Food and drink,Noun,0.247,0.403,-0.155,997
SchadenN,NA,Noun,0.567,0.731,-0.165,998
krankseinV,NA,Verb,0.265,0.431,-0.167,999
NagelN,Basic actions and technology,Noun,0.361,0.531,-0.171,1000
WeltN,The physical world,Noun,0.513,0.69,-0.177,1001
BildN,NA,Noun,0.5,0.683,-0.183,1002
ArztN,The body,Noun,0.575,0.764,-0.189,1003
wahlenV,Emotions and values,Verb,0.486,0.675,-0.189,1004
BandN,NA,Noun,0.532,0.732,-0.2,1005
TopfN,Food and drink,Noun,0.446,0.649,-0.203,1006
WocheN,Time,Noun,0.519,0.722,-0.204,1007
SchnurrbartN,NA,Noun,0.414,0.621,-0.207,1008
rechnenV,NA,Verb,0.478,0.691,-0.213,1009
TasseN,Food and drink,Noun,0.322,0.539,-0.217,1010
DonnerstagN,Time,Noun,0.35,0.619,-0.269,1011
TascheN,NA,Noun,0.427,0.718,-0.29,1012
GeldN,Animals,Noun,0.364,0.692,-0.328,1013
GewehrN,Warfare and hunting,Noun,0.244,0.673,-0.428,1014
