Concept,semantic_fiel,POS,vi,hi,vi-hi,Rank
verstehenV,NA,Verb,0.674,0.353,0.321,233
LangeN,NA,Noun,0.737,0.416,0.321,234
blindA,The body,Adjective,0.859,0.539,0.32,235
BergN,NA,Noun,0.755,0.435,0.32,236
FieberN,The body,Noun,0.644,0.324,0.32,237
kraftigA,NA,Adjective,0.736,0.416,0.319,238
SpinneN,Animals,Noun,0.746,0.426,0.319,239
WurmN,Animals,Noun,0.723,0.405,0.319,240
allesPRN,Quantity,Pronoun,0.631,0.313,0.318,241
redenV,NA,Verb,0.544,0.226,0.318,242
UferN,The physical world,Noun,0.653,0.336,0.317,243
sichruhrenV,NA,Verb,0.704,0.387,0.317,244
WasserN,The physical world,Noun,0.731,0.414,0.317,245
LichtN,The physical world,Noun,0.733,0.415,0.317,246
BeereN,NA,Noun,0.716,0.4,0.317,247
bekommenV,Possession,Verb,0.643,0.327,0.316,248
verlassenV,NA,Verb,0.608,0.292,0.316,249
zudeckenV,NA,Verb,0.633,0.317,0.316,250
MachtN,NA,Noun,0.771,0.456,0.315,251
SchwanzN,The body,Noun,0.745,0.431,0.314,252
GluckN,NA,Noun,0.741,0.427,0.314,253
damalsADV,NA,Adverb,0.664,0.352,0.312,254
kleinA,Spatial relations,Adjective,0.702,0.391,0.312,255
BeinN,The body,Noun,0.709,0.398,0.312,256
lobenV,Emotions and values,Verb,0.66,0.348,0.312,257
verbrennenV,The physical world,Verb,0.683,0.372,0.311,258
GroeN,NA,Noun,0.673,0.363,0.31,259
dunkelA,Sense perception,Adjective,0.713,0.403,0.309,260
zeigenV,Sense perception,Verb,0.794,0.485,0.309,261
erhaltenV,NA,Verb,0.708,0.399,0.309,262
NestN,Animals,Noun,0.737,0.428,0.308,263
WieseN,NA,Noun,0.765,0.457,0.308,264
lebendigA,NA,Adjective,0.735,0.428,0.308,265
BlutN,The body,Noun,0.688,0.381,0.307,266
KraheN,Animals,Noun,0.68,0.373,0.307,267
wasFPRN,Cognition,Interrogative (pronoun),0.673,0.366,0.307,268
SpurN,NA,Noun,0.71,0.403,0.306,269
backenV,Food and drink,Verb,0.652,0.346,0.306,270
brechenV,Basic actions and technology,Verb,0.736,0.431,0.306,271
OhrN,The body,Noun,0.733,0.427,0.306,272
leckenV,The body,Verb,0.604,0.299,0.305,273
fliehenV,Motion,Verb,0.654,0.349,0.305,274
schwimmenV,Motion,Verb,0.717,0.413,0.305,275
nehmenV,Possession,Verb,0.732,0.427,0.304,276
sausenV,NA,Verb,0.574,0.269,0.304,277
werFPRN,Cognition,Interrogative (pronoun),0.705,0.4,0.304,278
KornN,NA,Noun,0.67,0.366,0.304,279
dunnA,Spatial relations,Adjective,0.653,0.35,0.304,280
GelachterN,NA,Noun,0.682,0.379,0.303,281
HausN,The house,Noun,0.737,0.434,0.303,282
LehmN,Basic actions and technology,Noun,0.667,0.364,0.303,283
richtigA,Emotions and values,Adjective,0.687,0.385,0.303,284
LeuteN,NA,Noun,0.687,0.385,0.303,285
diesPRN,Miscellaneous function words,Pronoun,0.613,0.31,0.303,286
HuhnN,Animals,Noun,0.776,0.473,0.303,287
vierzigNUM,NA,Numerical,0.756,0.454,0.302,288
WahrheitN,NA,Noun,0.767,0.465,0.302,289
ZahnN,The body,Noun,0.766,0.464,0.302,290
untergehenSonneV,NA,Verb,0.751,0.449,0.302,291
zerstorenV,Possession,Verb,0.674,0.372,0.302,292
sechsNUM,Quantity,Numerical,0.7,0.398,0.302,293
vereinigenV,Spatial relations,Verb,0.674,0.373,0.301,294
aufhangenV,Basic actions and technology,Verb,0.714,0.413,0.301,295
erzahlenV,Speech and language,Verb,0.59,0.289,0.301,296
feinA,NA,Adjective,0.634,0.333,0.301,297
anziehenV,Clothing and grooming,Verb,0.608,0.307,0.301,298
SacheN,Possession,Noun,0.639,0.338,0.301,299
HaarN,NA,Noun,0.778,0.479,0.3,300
MittagN,Time,Noun,0.69,0.39,0.299,301
FunkeN,NA,Noun,0.715,0.416,0.299,302
hustenV,The body,Verb,0.711,0.412,0.299,303
grabenV,Agriculture and vegetation,Verb,0.684,0.386,0.298,304
totenV,The body,Verb,0.737,0.439,0.298,305
sicherholenV,The body,Verb,0.704,0.406,0.298,306
hutenV,NA,Verb,0.707,0.409,0.298,307
spulenV,NA,Verb,0.621,0.324,0.297,308
teuerA,Possession,Adjective,0.748,0.451,0.297,309
reinigenV,NA,Verb,0.718,0.421,0.297,310
vierNUM,Quantity,Numerical,0.689,0.392,0.297,311
RiemenN,NA,Noun,0.642,0.346,0.296,312
LehrerN,Cognition,Noun,0.697,0.401,0.296,313
nahenV,Clothing and grooming,Verb,0.73,0.435,0.295,314
NeuigkeitN,NA,Noun,0.724,0.429,0.295,315
WeideBaumN,NA,Noun,0.683,0.388,0.295,316
schmalA,Spatial relations,Adjective,0.712,0.417,0.294,317
HeimN,NA,Noun,0.659,0.364,0.294,318
beugenV,Basic actions and technology,Verb,0.643,0.349,0.294,319
kurzA,Spatial relations,Adjective,0.706,0.413,0.294,320
HungerN,NA,Noun,0.721,0.427,0.294,321
frischA,NA,Adjective,0.675,0.382,0.293,322
nassA,Sense perception,Adjective,0.773,0.48,0.293,323
schwachA,The body,Adjective,0.713,0.42,0.293,324
umruhrenV,NA,Verb,0.615,0.323,0.292,325
ZeitN,Time,Noun,0.73,0.438,0.292,326
SchattenN,The physical world,Noun,0.632,0.34,0.292,327
SeiteN,NA,Noun,0.61,0.319,0.292,328
KammN,Clothing and grooming,Noun,0.774,0.482,0.292,329
SeeN,The physical world,Noun,0.73,0.439,0.291,330
mitteilenV,NA,Verb,0.672,0.382,0.291,331
abwischenV,Basic actions and technology,Verb,0.754,0.463,0.291,332
sichbewegenV,NA,Verb,0.666,0.375,0.291,333
wunschenV,NA,Verb,0.629,0.339,0.29,334
dannADV,NA,Adverb,0.657,0.367,0.29,335
FrauN,Kinship,Noun,0.694,0.404,0.29,336
VerstandN,Cognition,Noun,0.775,0.487,0.289,337
einladenV,Social and political relations,Verb,0.674,0.385,0.289,338
achtzigNUM,NA,Numerical,0.748,0.459,0.289,339
GottN,NA,Noun,0.695,0.407,0.289,340
alleinADV,Quantity,Adverb,0.691,0.402,0.289,341
HornN,The body,Noun,0.665,0.376,0.288,342
drehenV,NA,Verb,0.588,0.3,0.288,343
klopfenV,NA,Verb,0.6,0.312,0.288,344
steckenV,NA,Verb,0.717,0.43,0.288,345
fernA,Spatial relations,Adjective,0.615,0.328,0.287,346
sichbeeilenV,Time,Verb,0.623,0.337,0.287,347
KraftN,NA,Noun,0.779,0.492,0.286,348
OberschenkelN,NA,Noun,0.61,0.324,0.286,349
TodN,NA,Noun,0.707,0.421,0.286,350
zeichnenV,NA,Verb,0.732,0.446,0.286,351
NebelN,The physical world,Noun,0.705,0.419,0.286,352
oftADV,Time,Adverb,0.705,0.419,0.286,353
ruhrenV,NA,Verb,0.636,0.35,0.286,354
offnenV,Spatial relations,Verb,0.667,0.381,0.285,355
schutzenV,NA,Verb,0.634,0.349,0.285,356
KnieN,The body,Noun,0.648,0.363,0.285,357
GrasN,Agriculture and vegetation,Noun,0.802,0.517,0.285,358
dritterA,Quantity,Adjective,0.661,0.376,0.285,359
vorbereitenV,NA,Verb,0.737,0.453,0.284,360
blauA,Sense perception,Adjective,0.621,0.336,0.284,361
KinnN,The body,Noun,0.751,0.467,0.284,362
MitteN,Spatial relations,Noun,0.655,0.373,0.283,363
weggehenV,Motion,Verb,0.64,0.358,0.282,364
MundN,The body,Noun,0.749,0.467,0.282,365
verlierenV,NA,Verb,0.756,0.475,0.281,366
kaumADV,NA,Adverb,0.76,0.48,0.281,367
KuhN,Animals,Noun,0.722,0.442,0.28,368
SchmutzN,NA,Noun,0.659,0.38,0.279,369
MesserN,Basic actions and technology,Noun,0.717,0.439,0.278,370
FederN,The body,Noun,0.658,0.379,0.278,371
WeltN,The physical world,Noun,0.767,0.49,0.277,372
ZehN,The body,Noun,0.737,0.46,0.277,373
siePRN,Kinship,Pronoun,0.721,0.444,0.277,374
FettN,Food and drink,Noun,0.797,0.521,0.277,375
HaseN,Animals,Noun,0.759,0.483,0.277,376
FingernagelN,The body,Noun,0.69,0.414,0.276,377
GrundN,NA,Noun,0.703,0.427,0.276,378
aufziehenV,NA,Verb,0.713,0.438,0.276,379
HalfteN,Quantity,Noun,0.662,0.386,0.275,380
ziehenV,Basic actions and technology,Verb,0.738,0.462,0.275,381
reibenV,Basic actions and technology,Verb,0.62,0.345,0.275,382
FliegeN,Animals,Noun,0.704,0.429,0.275,383
StaubN,The physical world,Noun,0.704,0.43,0.274,384
steigenV,NA,Verb,0.581,0.308,0.274,385
RedeN,Speech and language,Noun,0.572,0.299,0.273,386
KonigN,Social and political relations,Noun,0.735,0.462,0.273,387
uberallADV,NA,Adverb,0.639,0.366,0.273,388
HoseN,Clothing and grooming,Noun,0.811,0.538,0.273,389
BirkeN,Agriculture and vegetation,Noun,0.846,0.574,0.272,390
tauchenV,Motion,Verb,0.708,0.436,0.272,391
ArmelN,NA,Noun,0.71,0.438,0.272,392
messenV,Spatial relations,Verb,0.637,0.365,0.271,393
schlieenV,Spatial relations,Verb,0.66,0.389,0.271,394
GurtelN,Clothing and grooming,Noun,0.699,0.428,0.271,395
woFADV,Cognition,Interrogative (adv.),0.643,0.373,0.271,396
buntA,NA,Adjective,0.7,0.43,0.271,397
zunehmenV,NA,Verb,0.611,0.341,0.271,398
tauenV,NA,Verb,0.688,0.418,0.27,399
hundertNUM,Quantity,Numerical,0.743,0.473,0.27,400
donnernV,NA,Verb,0.716,0.446,0.27,401
LiedN,Modern world,Noun,0.758,0.489,0.27,402
untenADV,NA,Adverb,0.696,0.426,0.27,403
WolkeN,The physical world,Noun,0.684,0.415,0.269,404
SchlossN,The house,Noun,0.642,0.373,0.269,405
wehenV,Motion,Verb,0.728,0.459,0.269,406
ScheibeN,NA,Noun,0.623,0.354,0.269,407
BuchstabeN,NA,Noun,0.685,0.418,0.268,408
sichanziehenV,NA,Verb,0.691,0.423,0.268,409
FlugelN,The body,Noun,0.752,0.484,0.268,410
kommenV,Motion,Verb,0.736,0.469,0.267,411
schuttelnV,Motion,Verb,0.703,0.436,0.267,412
KieferBaumN,Agriculture and vegetation,Noun,0.64,0.374,0.266,413
StuckN,Quantity,Noun,0.708,0.442,0.266,414
ersterA,Quantity,Adjective,0.74,0.474,0.266,415
fischenV,NA,Verb,0.689,0.423,0.266,416
krankA,The body,Adjective,0.686,0.42,0.265,417
SommerN,Time,Noun,0.7,0.434,0.265,418
zusammenADV,NA,Adverb,0.682,0.417,0.265,419
LederN,Clothing and grooming,Noun,0.7,0.435,0.265,420
ihrPRN,Kinship,Pronoun,0.647,0.383,0.264,421
SteinN,NA,Noun,0.743,0.479,0.264,422
funkelnV,NA,Verb,0.546,0.282,0.264,423
neunzigNUM,NA,Numerical,0.719,0.456,0.263,424
JungeN,Kinship,Noun,0.6,0.336,0.263,425
schmuckenV,NA,Verb,0.711,0.448,0.263,426
leitenV,Motion,Verb,0.597,0.334,0.263,427
zuruckkommenV,Motion,Verb,0.669,0.406,0.263,428
kuhlA,NA,Adjective,0.651,0.388,0.263,429
vergebensADV,NA,Adverb,0.622,0.36,0.262,430
versinkenV,NA,Verb,0.687,0.425,0.262,431
NetzN,NA,Noun,0.731,0.469,0.262,432
denkenV,NA,Verb,0.693,0.431,0.262,433
klingelnV,NA,Verb,0.61,0.348,0.262,434
tretenV,Motion,Verb,0.684,0.422,0.262,435
krankwerdenV,NA,Verb,0.659,0.397,0.261,436
einschlafenV,NA,Verb,0.729,0.468,0.261,437
ansehenV,NA,Verb,0.614,0.353,0.261,438
rennenV,Motion,Verb,0.694,0.433,0.261,439
SonntagN,Time,Noun,0.731,0.47,0.26,440
NagelAnatomieN,NA,Noun,0.717,0.457,0.26,441
SchwanN,NA,Noun,0.737,0.477,0.26,442
dorthinADV,NA,Adverb,0.673,0.413,0.26,443
eintretenV,Motion,Verb,0.723,0.463,0.26,444
PlatzN,NA,Noun,0.62,0.361,0.259,445
jagenV,Warfare and hunting,Verb,0.736,0.477,0.259,446
HandtuchN,Clothing and grooming,Noun,0.602,0.343,0.259,447
farbenV,Clothing and grooming,Verb,0.701,0.442,0.259,448
leerA,Quantity,Adjective,0.786,0.528,0.258,449
NabelN,The body,Noun,0.685,0.426,0.258,450
hinaufADV,Spatial relations,Adverb,0.735,0.478,0.258,451
FreundN,Social and political relations,Noun,0.73,0.473,0.258,452
erPRN,Kinship,Pronoun,0.693,0.435,0.257,453
bauenV,Basic actions and technology,Verb,0.594,0.337,0.257,454
stehlenV,Law,Verb,0.711,0.454,0.257,455
TagN,Time,Noun,0.638,0.381,0.257,456
zerbrechenV,NA,Verb,0.581,0.325,0.257,457
WiegeN,NA,Noun,0.688,0.432,0.256,458
feuchtA,NA,Adjective,0.655,0.398,0.256,459
OrtN,Spatial relations,Noun,0.689,0.433,0.255,460
StirnN,The body,Noun,0.747,0.492,0.255,461
blasenV,NA,Verb,0.735,0.481,0.255,462
VogelN,Animals,Noun,0.683,0.429,0.254,463
suchenV,Possession,Verb,0.7,0.447,0.254,464
frierenV,NA,Verb,0.579,0.325,0.253,465
SpracheN,Speech and language,Noun,0.738,0.485,0.253,466
FebruarN,NA,Noun,0.651,0.398,0.253,467
GedachtnisN,NA,Noun,0.642,0.389,0.253,468
GewichtN,NA,Noun,0.659,0.406,0.253,469
hellA,Sense perception,Adjective,0.728,0.476,0.253,470
funfzigNUM,NA,Numerical,0.707,0.455,0.253,471
schlafenV,The body,Verb,0.758,0.505,0.253,472
schlimmA,NA,Adjective,0.569,0.317,0.253,473
schlankA,NA,Adjective,0.597,0.345,0.252,474
fahrenV,NA,Verb,0.729,0.477,0.251,475
kammenV,NA,Verb,0.7,0.448,0.251,476
zweiterA,Quantity,Adjective,0.724,0.473,0.251,477
gelingenV,NA,Verb,0.569,0.319,0.251,478
HeuN,Agriculture and vegetation,Noun,0.724,0.474,0.25,479
trinkenV,Food and drink,Verb,0.676,0.426,0.25,480
KampfN,Warfare and hunting,Noun,0.706,0.456,0.25,481
KnotenN,Basic actions and technology,Noun,0.69,0.441,0.25,482
LautN,Sense perception,Noun,0.693,0.443,0.25,483
wirPRN,Kinship,Pronoun,0.599,0.35,0.25,484
RufN,NA,Noun,0.618,0.369,0.249,485
altLebewesenA,NA,Adjective,0.719,0.47,0.249,486
kaltA,Sense perception,Adjective,0.679,0.43,0.249,487
FruhlingN,Time,Noun,0.756,0.507,0.249,488
sauberA,Sense perception,Adjective,0.64,0.391,0.249,489
einsNUM,Quantity,Numerical,0.793,0.544,0.249,490
RegenN,The physical world,Noun,0.691,0.443,0.249,491
lautenV,NA,Verb,0.669,0.42,0.249,492
bezahlenV,NA,Verb,0.721,0.472,0.248,493
schwarzA,Sense perception,Adjective,0.721,0.472,0.248,494
ArztN,The body,Noun,0.754,0.506,0.248,495
GenickN,The body,Noun,0.671,0.422,0.248,496
schmelzenV,NA,Verb,0.73,0.483,0.248,497
ArbeiterN,NA,Noun,0.597,0.349,0.247,498
RauchN,The physical world,Noun,0.664,0.417,0.247,499
biegenV,NA,Verb,0.629,0.382,0.247,500
spitzA,Spatial relations,Adjective,0.538,0.292,0.246,501
DonnerN,The physical world,Noun,0.6,0.354,0.246,502
hinabADV,Spatial relations,Adverb,0.666,0.42,0.246,503
reichA,Possession,Adjective,0.76,0.514,0.246,504
sichfurchtenV,NA,Verb,0.621,0.375,0.246,505
ehemaligA,NA,Adjective,0.644,0.399,0.245,506
RuderN,Motion,Noun,0.715,0.47,0.245,507
ReiheN,NA,Noun,0.615,0.37,0.245,508
weichA,Sense perception,Adjective,0.739,0.495,0.245,509
TraneN,Emotions and values,Noun,0.708,0.465,0.243,510
zuhorenV,Sense perception,Verb,0.71,0.467,0.243,511
ReichtumN,NA,Noun,0.687,0.445,0.243,512
schmerzenV,NA,Verb,0.701,0.458,0.243,513
GegenstandN,NA,Noun,0.622,0.381,0.242,514
stoenV,NA,Verb,0.562,0.32,0.242,515
KopfN,The body,Noun,0.737,0.495,0.242,516
HohleN,The physical world,Noun,0.622,0.38,0.241,517
aufbewahrenV,Possession,Verb,0.576,0.335,0.241,518
schreibenV,Speech and language,Verb,0.719,0.477,0.241,519
packenV,NA,Verb,0.49,0.248,0.241,520
reparierenV,NA,Verb,0.691,0.451,0.241,521
TropfenN,NA,Noun,0.671,0.431,0.24,522
WurzelN,Agriculture and vegetation,Noun,0.741,0.501,0.24,523
FrostN,NA,Noun,0.622,0.383,0.239,524
EisN,The physical world,Noun,0.673,0.434,0.239,525
RindeN,Agriculture and vegetation,Noun,0.615,0.376,0.238,526
wartenV,NA,Verb,0.682,0.444,0.238,527
schieenV,Warfare and hunting,Verb,0.657,0.42,0.238,528
PreisN,Possession,Noun,0.666,0.428,0.238,529
brennenV,The physical world,Verb,0.643,0.406,0.237,530
sichwaschenV,NA,Verb,0.711,0.474,0.237,531
erwartenV,NA,Verb,0.709,0.473,0.237,532
zwolfNUM,Quantity,Numerical,0.735,0.499,0.236,533
SchlingeN,NA,Noun,0.566,0.33,0.236,534
KieferAnatomieN,The body,Noun,0.626,0.391,0.236,535
kehrenV,Basic actions and technology,Verb,0.525,0.291,0.234,536
StimmeN,Speech and language,Noun,0.735,0.502,0.234,537
niemalsADV,Time,Adverb,0.679,0.446,0.234,538
kratzenV,Food and drink,Verb,0.504,0.271,0.233,539
MutterN,Kinship,Noun,0.713,0.48,0.233,540
NahrungN,Food and drink,Noun,0.626,0.394,0.233,541
unterrichtenV,NA,Verb,0.597,0.364,0.233,542
InselN,The physical world,Noun,0.73,0.498,0.232,543
MagenN,The body,Noun,0.622,0.39,0.231,544
JahrN,Time,Noun,0.679,0.448,0.231,545
wissenV,Cognition,Verb,0.696,0.465,0.231,546
besitzenV,Possession,Verb,0.707,0.476,0.231,547
GesprachN,NA,Noun,0.652,0.422,0.23,548
glanzenV,NA,Verb,0.603,0.373,0.23,549
lernenV,Cognition,Verb,0.73,0.5,0.23,550
fassenV,NA,Verb,0.677,0.447,0.23,551
SchulterN,The body,Noun,0.642,0.413,0.229,552
betrugenV,Cognition,Verb,0.582,0.353,0.229,553
zerreienV,NA,Verb,0.63,0.402,0.228,554
HolzN,The physical world,Noun,0.678,0.45,0.228,555
vorwartsADV,NA,Adverb,0.626,0.398,0.228,556
GlasN,Basic actions and technology,Noun,0.682,0.454,0.228,557
MannN,Kinship,Noun,0.638,0.412,0.226,558
EichhornchenN,Animals,Noun,0.688,0.462,0.226,559
zuruckADV,NA,Adverb,0.584,0.359,0.226,560
HakenN,Spatial relations,Noun,0.628,0.403,0.225,561
sicherhebenV,NA,Verb,0.627,0.401,0.225,562
TasseN,Food and drink,Noun,0.661,0.436,0.225,563
LebenN,The body,Noun,0.642,0.417,0.225,564
wieFADV,Cognition,Interrogative (adv.),0.7,0.475,0.224,565
kussenV,Emotions and values,Verb,0.57,0.347,0.224,566
tragenV,Motion,Verb,0.615,0.392,0.223,567
BreiN,NA,Noun,0.655,0.432,0.223,568
gesternADV,Time,Adverb,0.659,0.437,0.223,569
suA,Sense perception,Adjective,0.719,0.496,0.223,570
sicherinnernanV,Cognition,Verb,0.648,0.426,0.222,571
sichsetzenV,NA,Verb,0.633,0.411,0.222,572
warmA,Sense perception,Adjective,0.706,0.485,0.221,573
anschauenV,Sense perception,Verb,0.65,0.428,0.221,574
fullenV,NA,Verb,0.69,0.469,0.221,575
LippeN,The body,Noun,0.705,0.484,0.221,576
MausN,NA,Noun,0.634,0.413,0.221,577
liegenV,NA,Verb,0.576,0.355,0.221,578
SchnurN,NA,Noun,0.667,0.446,0.221,579
bekanntA,NA,Adjective,0.718,0.497,0.22,580
KesselN,Food and drink,Noun,0.662,0.442,0.22,581
NadelN,Clothing and grooming,Noun,0.676,0.456,0.22,582
ankommenV,Motion,Verb,0.612,0.392,0.22,583
vollA,Quantity,Adjective,0.681,0.462,0.219,584
TochterN,Kinship,Noun,0.681,0.462,0.219,585
FensterN,The house,Noun,0.657,0.439,0.218,586
BarN,Animals,Noun,0.694,0.477,0.217,587
KnopfN,Clothing and grooming,Noun,0.69,0.473,0.217,588
GeschaftN,NA,Noun,0.554,0.337,0.217,589
wievielFNUM,Cognition,Interrogative (num.),0.622,0.405,0.217,590
schenkenV,NA,Verb,0.717,0.501,0.217,591
stehenV,Spatial relations,Verb,0.629,0.413,0.217,592
zitternV,The body,Verb,0.602,0.385,0.216,593
brausenV,NA,Verb,0.477,0.26,0.216,594
verkaufenV,Possession,Verb,0.729,0.513,0.216,595
strickenV,NA,Verb,0.609,0.393,0.216,596
spielenV,Emotions and values,Verb,0.641,0.426,0.215,597
StrichN,NA,Noun,0.533,0.318,0.215,598
kriechenV,NA,Verb,0.745,0.531,0.215,599
SehneN,The body,Noun,0.643,0.428,0.215,600
SternN,The physical world,Noun,0.728,0.513,0.214,601
hartA,Sense perception,Adjective,0.738,0.523,0.214,602
MadchenN,Kinship,Noun,0.614,0.4,0.214,603
ZweigN,NA,Noun,0.615,0.401,0.214,604
StarkeN,NA,Noun,0.585,0.371,0.214,605
verschwindenV,Motion,Verb,0.623,0.41,0.214,606
setzenV,NA,Verb,0.666,0.453,0.213,607
trockenA,Sense perception,Adjective,0.64,0.427,0.213,608
streichenV,NA,Verb,0.664,0.451,0.213,609
flieenV,Motion,Verb,0.709,0.498,0.211,610
fuhlenV,NA,Verb,0.685,0.473,0.211,611
WeideN,Animals,Noun,0.656,0.445,0.211,612
ErdeN,NA,Noun,0.661,0.45,0.211,613
beienV,The body,Verb,0.67,0.46,0.21,614
einwickelnV,Motion,Verb,0.629,0.418,0.21,615
StabN,NA,Noun,0.62,0.41,0.21,616
fleiigA,NA,Adjective,0.564,0.354,0.21,617
dickGegenstandA,Spatial relations,Adjective,0.73,0.52,0.209,618
zehnNUM,Quantity,Numerical,0.701,0.493,0.209,619
warumFADV,Cognition,Interrogative (adv.),0.686,0.478,0.208,620
tausendNUM,Quantity,Numerical,0.742,0.534,0.208,621
EhemannN,Kinship,Noun,0.639,0.432,0.207,622
RingN,Clothing and grooming,Noun,0.685,0.478,0.207,623
schleppenV,NA,Verb,0.589,0.382,0.207,624
vorherADV,Spatial relations,Adverb,0.506,0.299,0.207,625
SamstagN,Time,Noun,0.649,0.442,0.207,626
jungA,Time,Adjective,0.683,0.477,0.207,627
SchlussN,Time,Noun,0.771,0.564,0.206,628
BrustN,The body,Noun,0.723,0.518,0.205,629
boseA,NA,Adjective,0.598,0.393,0.205,630
LandN,Social and political relations,Noun,0.685,0.481,0.205,631
funfNUM,Quantity,Numerical,0.604,0.4,0.204,632
gutA,Emotions and values,Adjective,0.685,0.482,0.203,633
schaukelnV,NA,Verb,0.483,0.281,0.203,634
klebenV,NA,Verb,0.635,0.433,0.202,635
beendenV,Time,Verb,0.701,0.499,0.202,636
geborenwerdenV,The body,Verb,0.733,0.532,0.202,637
EnteN,Animals,Noun,0.668,0.466,0.201,638
FingerN,The body,Noun,0.681,0.48,0.201,639
machenV,Basic actions and technology,Verb,0.562,0.361,0.201,640
BodenN,NA,Noun,0.628,0.427,0.2,641
schimpfenV,NA,Verb,0.517,0.317,0.2,642
PfadN,Motion,Noun,0.697,0.497,0.2,643
TraumN,NA,Noun,0.635,0.435,0.2,644
ArmN,The body,Noun,0.628,0.429,0.199,645
prahlenV,Speech and language,Verb,0.529,0.33,0.199,646
hinfallenV,NA,Verb,0.566,0.367,0.199,647
schickenV,Motion,Verb,0.712,0.514,0.198,648
HaufenN,NA,Noun,0.508,0.31,0.198,649
WegN,NA,Noun,0.743,0.545,0.198,650
StockN,NA,Noun,0.59,0.392,0.197,651
MuckeN,Animals,Noun,0.648,0.451,0.197,652
HalsN,The body,Noun,0.732,0.535,0.197,653
mogenV,NA,Verb,0.501,0.304,0.197,654
TuchN,NA,Noun,0.552,0.356,0.197,655
BundelN,NA,Noun,0.524,0.328,0.196,656
GesundheitN,The body,Noun,0.662,0.465,0.196,657
klugA,Emotions and values,Adjective,0.577,0.381,0.196,658
mudewerdenV,NA,Verb,0.606,0.411,0.196,659
rechnenV,NA,Verb,0.713,0.518,0.195,660
HimmelN,The physical world,Noun,0.679,0.484,0.195,661
MengeN,NA,Noun,0.594,0.399,0.195,662
StangeN,NA,Noun,0.528,0.334,0.195,663
GesellschaftN,NA,Noun,0.667,0.473,0.194,664
zwanzigNUM,Quantity,Numerical,0.725,0.532,0.193,665
teilenV,Spatial relations,Verb,0.611,0.418,0.193,666
hackenV,Basic actions and technology,Verb,0.643,0.45,0.193,667
reifenV,NA,Verb,0.724,0.531,0.192,668
AnzahlN,NA,Noun,0.59,0.398,0.192,669
geschicktA,NA,Adjective,0.587,0.395,0.192,670
AdlerN,Animals,Noun,0.691,0.5,0.191,671
vergehenV,NA,Verb,0.549,0.358,0.191,672
kletternV,Motion,Verb,0.574,0.384,0.189,673
gelbA,Sense perception,Adjective,0.685,0.497,0.188,674
WetterN,The physical world,Noun,0.711,0.523,0.188,675
DeckelN,NA,Noun,0.648,0.461,0.188,676
AngelegenheitN,NA,Noun,0.626,0.438,0.187,677
erkennenV,NA,Verb,0.7,0.513,0.187,678
FellN,Clothing and grooming,Noun,0.589,0.403,0.186,679
neunNUM,Quantity,Numerical,0.744,0.558,0.186,680
BaumN,Agriculture and vegetation,Noun,0.727,0.541,0.186,681
findenV,Possession,Verb,0.677,0.492,0.185,682
dasPRN,Miscellaneous function words,Pronoun,0.563,0.378,0.185,683
FadenN,Clothing and grooming,Noun,0.6,0.415,0.185,684
AtemN,NA,Noun,0.614,0.429,0.185,685
AbstandN,NA,Noun,0.678,0.493,0.185,686
OfenN,The house,Noun,0.66,0.476,0.185,687
FamilieN,Kinship,Noun,0.617,0.433,0.185,688
fettA,NA,Adjective,0.612,0.428,0.185,689
wiegenV,NA,Verb,0.564,0.38,0.184,690
BlattN,Agriculture and vegetation,Noun,0.6,0.417,0.183,691
wertvollA,NA,Adjective,0.686,0.503,0.183,692
ausziehenV,NA,Verb,0.598,0.416,0.183,693
HerzN,The body,Noun,0.776,0.593,0.183,694
billigA,Possession,Adjective,0.686,0.503,0.183,695
FuchsN,Animals,Noun,0.632,0.449,0.183,696
KreuzN,Spatial relations,Noun,0.62,0.437,0.183,697
HandN,The body,Noun,0.656,0.474,0.182,698
rettenV,Possession,Verb,0.741,0.559,0.182,699
festA,NA,Adjective,0.709,0.528,0.181,700
grauA,NA,Adjective,0.662,0.481,0.181,701
springenV,Motion,Verb,0.706,0.526,0.18,702
DorfN,Social and political relations,Noun,0.61,0.431,0.18,703
FubodenN,The house,Noun,0.664,0.484,0.18,704
MontagN,Time,Noun,0.657,0.477,0.18,705
LastN,NA,Noun,0.539,0.359,0.18,706
GangN,NA,Noun,0.609,0.43,0.179,707
KralleN,The body,Noun,0.529,0.35,0.179,708
sinkenV,NA,Verb,0.526,0.347,0.179,709
starkA,The body,Adjective,0.662,0.484,0.179,710
achtNUM,Quantity,Numerical,0.672,0.494,0.178,711
HandflacheN,The body,Noun,0.695,0.517,0.178,712
hierADV,Miscellaneous function words,Adverb,0.594,0.417,0.177,713
immerADV,Time,Adverb,0.614,0.438,0.177,714
siegenV,NA,Verb,0.644,0.468,0.176,715
StromungN,NA,Noun,0.6,0.424,0.176,716
KleidungN,Clothing and grooming,Noun,0.577,0.401,0.176,717
BriefN,Modern world,Noun,0.696,0.521,0.176,718
SchwarmN,NA,Noun,0.638,0.463,0.175,719
aufhorenV,NA,Verb,0.685,0.511,0.175,720
grunA,Sense perception,Adjective,0.693,0.519,0.173,721
endenV,Time,Verb,0.692,0.519,0.173,722
SandN,The physical world,Noun,0.693,0.52,0.173,723
futternV,NA,Verb,0.632,0.459,0.173,724
geradeausADV,NA,Adverb,0.591,0.42,0.171,725
