Concept,semantic_fiel,POS,vi,hi,vi-hi,Rank
krankA,The body,Adjective,0.54,0.359,0.181,702
ZeitN,Time,Noun,0.478,0.297,0.181,703
BergN,NA,Noun,0.54,0.359,0.181,704
druckenV,Basic actions and technology,Verb,0.426,0.247,0.179,705
pfeifenV,Speech and language,Verb,0.456,0.277,0.179,706
wollenV,Emotions and values,Verb,0.478,0.299,0.179,707
EntfernungN,NA,Noun,0.509,0.33,0.179,708
funkelnV,NA,Verb,0.379,0.202,0.177,709
kochenV,NA,Verb,0.534,0.357,0.177,710
NovemberN,NA,Noun,0.523,0.347,0.176,711
SchrittN,NA,Noun,0.554,0.379,0.175,712
KanteN,Spatial relations,Noun,0.499,0.325,0.175,713
werFPRN,Cognition,Interrogative (pronoun),0.61,0.435,0.174,714
FeuerN,The physical world,Noun,0.603,0.429,0.174,715
LippeN,The body,Noun,0.589,0.415,0.174,716
MeerN,The physical world,Noun,0.505,0.331,0.174,717
NebelN,The physical world,Noun,0.566,0.393,0.172,718
TorN,NA,Noun,0.611,0.439,0.172,719
GesellschaftN,NA,Noun,0.621,0.449,0.171,720
RedeN,Speech and language,Noun,0.414,0.242,0.171,721
vorherADV,Spatial relations,Adverb,0.377,0.206,0.171,722
BrettN,The house,Noun,0.612,0.442,0.171,723
ZwiebelN,NA,Noun,0.635,0.465,0.171,724
sichunterhaltenV,NA,Verb,0.381,0.211,0.17,725
blauA,Sense perception,Adjective,0.612,0.443,0.169,726
ZeichenN,NA,Noun,0.596,0.427,0.169,727
PreisN,Possession,Noun,0.633,0.465,0.168,728
WundeN,The body,Noun,0.518,0.351,0.167,729
BootN,Motion,Noun,0.671,0.505,0.167,730
herstellenV,NA,Verb,0.441,0.275,0.166,731
lassenV,NA,Verb,0.322,0.156,0.166,732
WortN,Speech and language,Noun,0.442,0.277,0.165,733
schlimmA,NA,Adjective,0.385,0.22,0.165,734
InselN,The physical world,Noun,0.573,0.409,0.164,735
DorfN,Social and political relations,Noun,0.447,0.284,0.163,736
riechenV,Sense perception,Verb,0.508,0.345,0.162,737
spaterADV,NA,Adverb,0.356,0.194,0.161,738
LoffelN,Food and drink,Noun,0.534,0.372,0.161,739
OktoberN,NA,Noun,0.58,0.419,0.161,740
reichA,Possession,Adjective,0.616,0.456,0.16,741
StuckN,Quantity,Noun,0.468,0.308,0.16,742
schleppenV,NA,Verb,0.437,0.278,0.159,743
NaseN,The body,Noun,0.564,0.405,0.159,744
SeptemberN,NA,Noun,0.498,0.34,0.158,745
GegendN,NA,Noun,0.394,0.236,0.157,746
versteckenV,Spatial relations,Verb,0.353,0.196,0.157,747
BauN,NA,Noun,0.39,0.234,0.156,748
reienV,NA,Verb,0.462,0.307,0.156,749
KesselN,Food and drink,Noun,0.501,0.346,0.155,750
GedankeN,NA,Noun,0.549,0.394,0.155,751
NeuigkeitN,NA,Noun,0.605,0.45,0.154,752
nebenPRP,NA,Preposition,0.331,0.178,0.154,753
bauenV,Basic actions and technology,Verb,0.47,0.316,0.154,754
aufstehenV,NA,Verb,0.427,0.274,0.154,755
MusterN,NA,Noun,0.556,0.402,0.153,756
anziehenV,Clothing and grooming,Verb,0.326,0.173,0.153,757
ArzneiN,The body,Noun,0.548,0.395,0.153,758
SinnN,NA,Noun,0.54,0.387,0.152,759
klopfenV,NA,Verb,0.344,0.192,0.152,760
LarmN,NA,Noun,0.357,0.205,0.152,761
kratzenV,Food and drink,Verb,0.409,0.257,0.152,762
StadtN,Social and political relations,Noun,0.525,0.373,0.151,763
GesundheitN,The body,Noun,0.599,0.45,0.15,764
DezemberN,NA,Noun,0.507,0.358,0.149,765
einmalADV,NA,Adverb,0.362,0.212,0.149,766
WareN,NA,Noun,0.549,0.4,0.149,767
PfadN,Motion,Noun,0.492,0.343,0.149,768
dummA,Cognition,Adjective,0.531,0.383,0.148,769
verbessernV,NA,Verb,0.449,0.302,0.147,770
immerADV,Time,Adverb,0.49,0.344,0.146,771
schiebenV,Motion,Verb,0.354,0.209,0.146,772
abfahrenV,NA,Verb,0.308,0.166,0.142,773
FlussN,NA,Noun,0.492,0.352,0.14,774
LinieN,Spatial relations,Noun,0.501,0.361,0.14,775
HerdeN,NA,Noun,0.483,0.344,0.14,776
ubersetzenV,NA,Verb,0.519,0.381,0.138,777
bemerkenV,NA,Verb,0.401,0.263,0.138,778
LiedN,Modern world,Noun,0.521,0.384,0.137,779
aufziehenV,NA,Verb,0.304,0.171,0.133,780
SchmetterlingN,Animals,Noun,0.358,0.226,0.133,781
lesenV,Speech and language,Verb,0.648,0.516,0.132,782
flachA,Spatial relations,Adjective,0.644,0.511,0.132,783
verschwindenV,Motion,Verb,0.482,0.35,0.132,784
AbhangN,The physical world,Noun,0.326,0.194,0.132,785
RatselN,NA,Noun,0.551,0.42,0.131,786
begreifenV,Cognition,Verb,0.361,0.23,0.13,787
beruhmtA,NA,Adjective,0.543,0.415,0.128,788
SumpfN,The physical world,Noun,0.406,0.278,0.128,789
fuhrenV,NA,Verb,0.53,0.403,0.128,790
ichPRN,Kinship,Pronoun,0.415,0.288,0.127,791
betrugenV,Cognition,Verb,0.41,0.284,0.126,792
geradeausADV,NA,Adverb,0.326,0.199,0.126,793
geratenV,NA,Verb,0.354,0.229,0.125,794
schuttenV,Basic actions and technology,Verb,0.42,0.296,0.124,795
sichdrehenV,NA,Verb,0.388,0.264,0.124,796
erzahlenV,Speech and language,Verb,0.461,0.337,0.124,797
manchmalADV,Time,Adverb,0.32,0.197,0.124,798
JuniN,NA,Noun,0.463,0.339,0.123,799
WaldN,The physical world,Noun,0.571,0.448,0.123,800
SchmutzN,NA,Noun,0.341,0.22,0.122,801
einladenV,Social and political relations,Verb,0.57,0.448,0.121,802
gelingenV,NA,Verb,0.457,0.336,0.121,803
uberallADV,NA,Adverb,0.356,0.235,0.121,804
sehrADV,NA,Adverb,0.313,0.192,0.121,805
warumFADV,Cognition,Interrogative (adv.),0.383,0.262,0.121,806
SchafN,Animals,Noun,0.394,0.273,0.121,807
DienstagN,Time,Noun,0.524,0.404,0.12,808
KreuzN,Spatial relations,Noun,0.551,0.432,0.119,809
zusammenADV,NA,Adverb,0.438,0.319,0.119,810
klugA,Emotions and values,Adjective,0.505,0.387,0.118,811
OnkelN,Kinship,Noun,0.579,0.462,0.117,812
KnopfN,Clothing and grooming,Noun,0.56,0.443,0.117,813
zunehmenV,NA,Verb,0.32,0.204,0.117,814
wohinFADV,NA,Interrogative (adv.),0.497,0.382,0.115,815
MarchenN,NA,Noun,0.429,0.314,0.115,816
tretenV,Motion,Verb,0.374,0.26,0.113,817
bewachenV,NA,Verb,0.386,0.273,0.113,818
HonigN,Food and drink,Noun,0.596,0.483,0.113,819
WieseN,NA,Noun,0.563,0.45,0.113,820
TeeN,Modern world,Noun,0.447,0.334,0.113,821
BachN,NA,Noun,0.374,0.263,0.112,822
baldADV,Time,Adverb,0.337,0.226,0.111,823
ButterN,Food and drink,Noun,0.551,0.441,0.11,824
schlechtA,Emotions and values,Adjective,0.371,0.261,0.11,825
genesenV,NA,Verb,0.352,0.243,0.108,826
niemalsADV,Time,Adverb,0.527,0.419,0.108,827
KissenN,The house,Noun,0.469,0.361,0.108,828
hutenV,NA,Verb,0.414,0.306,0.108,829
storenV,NA,Verb,0.397,0.29,0.107,830
HandtuchN,Clothing and grooming,Noun,0.426,0.32,0.106,831
sichbewegenV,NA,Verb,0.407,0.301,0.106,832
SchaleN,NA,Noun,0.435,0.329,0.106,833
tauenV,NA,Verb,0.442,0.336,0.106,834
OfenN,The house,Noun,0.514,0.409,0.105,835
wiederADV,Time,Adverb,0.41,0.307,0.103,836
springenV,Motion,Verb,0.305,0.204,0.101,837
GeschaftN,NA,Noun,0.391,0.29,0.101,838
MittwochN,Time,Noun,0.543,0.442,0.101,839
ergreifenV,NA,Verb,0.378,0.278,0.101,840
schaukelnV,NA,Verb,0.293,0.193,0.101,841
stumpfA,Sense perception,Adjective,0.444,0.344,0.1,842
UferN,The physical world,Noun,0.405,0.306,0.099,843
StuhlN,The house,Noun,0.521,0.423,0.099,844
tauchenV,Motion,Verb,0.394,0.296,0.099,845
beschadigenV,Possession,Verb,0.392,0.294,0.098,846
AtemN,NA,Noun,0.349,0.251,0.098,847
billigA,Possession,Adjective,0.591,0.493,0.098,848
DachN,The house,Noun,0.511,0.415,0.097,849
einwenigADV,NA,Adverb,0.368,0.271,0.097,850
siegenV,NA,Verb,0.604,0.508,0.097,851
treffenV,NA,Verb,0.398,0.302,0.096,852
aufbewahrenV,Possession,Verb,0.459,0.364,0.095,853
traurigA,NA,Adjective,0.55,0.457,0.094,854
AugeN,The body,Noun,0.404,0.313,0.092,855
FigurN,Religion and belief,Noun,0.415,0.324,0.091,856
KreisN,Spatial relations,Noun,0.446,0.355,0.091,857
MaiN,NA,Noun,0.504,0.415,0.089,858
schenkenV,NA,Verb,0.475,0.386,0.089,859
RiemenN,NA,Noun,0.539,0.452,0.088,860
packenV,NA,Verb,0.383,0.295,0.088,861
sicherinnernanV,Cognition,Verb,0.575,0.49,0.085,862
MarzN,NA,Noun,0.487,0.402,0.084,863
StoffN,Clothing and grooming,Noun,0.393,0.31,0.084,864
WeltN,The physical world,Noun,0.564,0.481,0.083,865
LustN,NA,Noun,0.342,0.259,0.083,866
LadenN,NA,Noun,0.599,0.516,0.082,867
WelleN,The physical world,Noun,0.61,0.529,0.081,868
einstADV,NA,Adverb,0.24,0.16,0.081,869
beendenV,Time,Verb,0.512,0.431,0.08,870
BesenN,Basic actions and technology,Noun,0.596,0.517,0.08,871
prahlenV,Speech and language,Verb,0.389,0.31,0.079,872
SchaufelN,Agriculture and vegetation,Noun,0.542,0.463,0.078,873
eilenV,Time,Verb,0.487,0.409,0.078,874
GeistN,NA,Noun,0.447,0.369,0.078,875
bezahlenV,NA,Verb,0.562,0.487,0.075,876
RuderN,Motion,Noun,0.534,0.459,0.075,877
nurADV,Quantity,Adverb,0.333,0.259,0.074,878
NagelN,Basic actions and technology,Noun,0.597,0.523,0.074,879
groA,Spatial relations,Adjective,0.465,0.391,0.074,880
sichargernV,NA,Verb,0.403,0.329,0.073,881
krankwerdenV,NA,Verb,0.3,0.227,0.073,882
anhaltenV,NA,Verb,0.413,0.34,0.073,883
reinigenV,NA,Verb,0.5,0.428,0.072,884
TuchN,NA,Noun,0.305,0.234,0.071,885
wunschenV,NA,Verb,0.415,0.344,0.071,886
FehlerN,Emotions and values,Noun,0.585,0.514,0.071,887
schutzenV,NA,Verb,0.399,0.328,0.07,888
faulA,The body,Adjective,0.539,0.47,0.069,889
stoenV,NA,Verb,0.395,0.326,0.069,890
KrankheitN,The body,Noun,0.405,0.336,0.069,891
verteidigenV,Warfare and hunting,Verb,0.491,0.423,0.068,892
PilzN,Agriculture and vegetation,Noun,0.461,0.393,0.068,893
FensterN,The house,Noun,0.52,0.452,0.067,894
SchlittenN,NA,Noun,0.519,0.452,0.067,895
MeisterN,NA,Noun,0.487,0.423,0.064,896
VerstandN,Cognition,Noun,0.502,0.44,0.062,897
DeckelN,NA,Noun,0.465,0.403,0.061,898
schimpfenV,NA,Verb,0.303,0.244,0.06,899
strickenV,NA,Verb,0.511,0.452,0.059,900
HakenN,Spatial relations,Noun,0.513,0.454,0.059,901
BriefN,Modern world,Noun,0.587,0.529,0.058,902
schluckenV,Food and drink,Verb,0.561,0.503,0.058,903
StaubN,The physical world,Noun,0.475,0.418,0.057,904
JuliN,NA,Noun,0.423,0.366,0.057,905
StiefelN,Clothing and grooming,Noun,0.517,0.465,0.052,906
QuelleN,NA,Noun,0.377,0.327,0.05,907
hinzufugenV,NA,Verb,0.395,0.346,0.049,908
GabelN,Food and drink,Noun,0.495,0.447,0.048,909
BruderN,Kinship,Noun,0.508,0.461,0.048,910
oderCNJ,Cognition,Conjunction,0.492,0.445,0.048,911
vonhierADV,NA,Adverb,0.362,0.315,0.047,912
spazierengehenV,NA,Verb,0.396,0.352,0.045,913
SchadenN,NA,Noun,0.523,0.478,0.044,914
teuerA,Possession,Adjective,0.427,0.383,0.044,915
fassenV,NA,Verb,0.403,0.36,0.042,916
FamilieN,Kinship,Noun,0.593,0.551,0.042,917
FreitagN,Time,Noun,0.521,0.481,0.04,918
mudewerdenV,NA,Verb,0.251,0.212,0.039,919
StockN,NA,Noun,0.327,0.288,0.038,920
malenV,Basic actions and technology,Verb,0.583,0.552,0.031,921
zurucklassenV,NA,Verb,0.402,0.373,0.03,922
schmutzigA,Sense perception,Adjective,0.265,0.237,0.028,923
fuhlenV,NA,Verb,0.513,0.486,0.027,924
NachrichtN,NA,Noun,0.488,0.462,0.027,925
AngelegenheitN,NA,Noun,0.356,0.329,0.027,926
ReiheN,NA,Noun,0.444,0.422,0.022,927
BuchtN,The physical world,Noun,0.413,0.392,0.021,928
versuchenV,Cognition,Verb,0.288,0.268,0.02,929
armA,Possession,Adjective,0.498,0.478,0.02,930
AugustN,NA,Noun,0.396,0.378,0.018,931
JanuarN,NA,Noun,0.448,0.431,0.017,932
BandN,NA,Noun,0.533,0.517,0.016,933
DreckN,NA,Noun,0.267,0.254,0.013,934
passierenV,NA,Verb,0.348,0.336,0.012,935
AprilN,NA,Noun,0.505,0.493,0.012,936
FubodenN,The house,Noun,0.464,0.453,0.011,937
PlatteN,NA,Noun,0.552,0.544,0.009,938
BarschN,NA,Noun,0.539,0.531,0.008,939
KisteN,NA,Noun,0.565,0.559,0.006,940
wahlenV,Emotions and values,Verb,0.489,0.486,0.003,941
SpeiseN,Food and drink,Noun,0.333,0.333,0,942
SamstagN,Time,Noun,0.4,0.401,-0.001,943
sichbeeilenV,Time,Verb,0.349,0.35,-0.001,944
verderbenV,NA,Verb,0.376,0.378,-0.002,945
plotzlichADV,NA,Adverb,0.281,0.284,-0.003,946
zubereitenV,Food and drink,Verb,0.412,0.417,-0.005,947
ruttelnV,NA,Verb,0.276,0.283,-0.006,948
TischN,The house,Noun,0.485,0.492,-0.007,949
DeckeN,The house,Noun,0.501,0.508,-0.007,950
SkiN,NA,Noun,0.467,0.477,-0.01,951
beruhrenV,Sense perception,Verb,0.389,0.404,-0.015,952
FarbeN,Basic actions and technology,Noun,0.524,0.539,-0.015,953
undCNJ,Cognition,Conjunction,0.468,0.483,-0.015,954
RohrN,NA,Noun,0.468,0.486,-0.017,955
NutzenN,NA,Noun,0.45,0.468,-0.018,956
ErzahlungN,NA,Noun,0.408,0.427,-0.02,957
schmuckenV,NA,Verb,0.434,0.454,-0.02,958
HemdN,Clothing and grooming,Noun,0.372,0.395,-0.022,959
MachtN,NA,Noun,0.555,0.58,-0.025,960
belastigenV,NA,Verb,0.306,0.332,-0.026,961
KragenN,Clothing and grooming,Noun,0.531,0.558,-0.027,962
TonN,NA,Noun,0.424,0.451,-0.027,963
BeutelN,NA,Noun,0.482,0.51,-0.028,964
HechtN,NA,Noun,0.424,0.453,-0.029,965
hubschA,NA,Adjective,0.27,0.3,-0.029,966
KummerN,Emotions and values,Noun,0.51,0.539,-0.029,967
StaatN,NA,Noun,0.485,0.52,-0.035,968
KircheN,Religion and belief,Noun,0.397,0.435,-0.038,969
EnteN,Animals,Noun,0.377,0.418,-0.042,970
nochADV,NA,Adverb,0.383,0.429,-0.046,971
TanneN,Agriculture and vegetation,Noun,0.48,0.529,-0.049,972
krankseinV,NA,Verb,0.329,0.38,-0.051,973
EichhornchenN,Animals,Noun,0.36,0.411,-0.051,974
ZeitungN,Modern world,Noun,0.377,0.431,-0.054,975
MutzeN,NA,Noun,0.363,0.417,-0.054,976
SchuhN,Clothing and grooming,Noun,0.373,0.43,-0.058,977
tanzenV,Motion,Verb,0.465,0.524,-0.059,978
ArztN,The body,Noun,0.442,0.502,-0.061,979
vernehmenV,NA,Verb,0.358,0.426,-0.068,980
buntA,NA,Adjective,0.403,0.472,-0.069,981
sauberA,Sense perception,Adjective,0.465,0.536,-0.071,982
anschauenV,Sense perception,Verb,0.315,0.386,-0.072,983
JungeN,Kinship,Noun,0.285,0.358,-0.073,984
klebenV,NA,Verb,0.442,0.517,-0.075,985
sichruhrenV,NA,Verb,0.242,0.32,-0.077,986
GrenzeN,NA,Noun,0.442,0.52,-0.078,987
wahrA,Emotions and values,Adjective,0.375,0.453,-0.078,988
bratenV,NA,Verb,0.383,0.469,-0.086,989
BildN,NA,Noun,0.451,0.54,-0.088,990
GewehrN,Warfare and hunting,Noun,0.42,0.512,-0.093,991
HoseN,Clothing and grooming,Noun,0.445,0.542,-0.097,992
ChefN,NA,Noun,0.347,0.45,-0.102,993
KatzeN,Animals,Noun,0.34,0.444,-0.104,994
ansehenV,NA,Verb,0.355,0.459,-0.105,995
OlN,Food and drink,Noun,0.288,0.398,-0.11,996
KameradN,NA,Noun,0.433,0.544,-0.111,997
UngluckN,Emotions and values,Noun,0.372,0.491,-0.118,998
ZaunN,Agriculture and vegetation,Noun,0.347,0.483,-0.136,999
GeschenkN,NA,Noun,0.36,0.503,-0.143,1000
schonADV,NA,Adverb,0.385,0.535,-0.15,1001
LagerfeuerN,NA,Noun,0.29,0.443,-0.153,1002
RegalN,The house,Noun,0.469,0.627,-0.158,1003
TasseN,Food and drink,Noun,0.383,0.544,-0.161,1004
TopfN,Food and drink,Noun,0.403,0.57,-0.167,1005
KuckuckN,NA,Noun,0.212,0.38,-0.168,1006
EimerN,NA,Noun,0.443,0.622,-0.179,1007
TascheN,NA,Noun,0.457,0.643,-0.186,1008
PuppeN,NA,Noun,0.409,0.596,-0.187,1009
BettN,The house,Noun,0.398,0.592,-0.194,1010
SchlossN,The house,Noun,0.428,0.629,-0.201,1011
DonnerstagN,Time,Noun,0.297,0.554,-0.257,1012
SchnurrbartN,NA,Noun,0.331,0.622,-0.291,1013
GeldN,Animals,Noun,0.294,0.675,-0.381,1014
