Concept,semantic_fiel,POS,vi,hi,vi-hi,Rank
TeeN,Modern world,Noun,0.351,0.467,-0.116,986
LadenN,NA,Noun,0.581,0.697,-0.117,987
StadtN,Social and political relations,Noun,0.383,0.501,-0.118,988
SamstagN,Time,Noun,0.559,0.685,-0.126,989
BachN,NA,Noun,0.259,0.389,-0.13,990
InselN,The physical world,Noun,0.373,0.504,-0.131,991
EimerN,NA,Noun,0.573,0.706,-0.133,992
RegalN,The house,Noun,0.362,0.501,-0.139,993
GlasN,Basic actions and technology,Noun,0.32,0.463,-0.143,994
SchuhN,Clothing and grooming,Noun,0.296,0.445,-0.149,995
WeltN,The physical world,Noun,0.433,0.583,-0.151,996
krankseinV,NA,Verb,0.269,0.422,-0.154,997
schonADV,NA,Adverb,0.302,0.475,-0.173,998
NagelN,Basic actions and technology,Noun,0.342,0.519,-0.177,999
BildN,NA,Noun,0.44,0.623,-0.183,1000
SpeiseN,Food and drink,Noun,0.217,0.4,-0.183,1001
SchadenN,NA,Noun,0.527,0.715,-0.188,1002
wahlenV,Emotions and values,Verb,0.453,0.645,-0.192,1003
BandN,NA,Noun,0.453,0.653,-0.199,1004
ArztN,The body,Noun,0.545,0.751,-0.205,1005
rechnenV,NA,Verb,0.441,0.647,-0.206,1006
TasseN,Food and drink,Noun,0.278,0.491,-0.213,1007
TopfN,Food and drink,Noun,0.409,0.627,-0.218,1008
SchnurrbartN,NA,Noun,0.385,0.618,-0.233,1009
WocheN,Time,Noun,0.42,0.654,-0.234,1010
DonnerstagN,Time,Noun,0.332,0.597,-0.264,1011
TascheN,NA,Noun,0.344,0.662,-0.318,1012
GeldN,Animals,Noun,0.337,0.68,-0.343,1013
GewehrN,Warfare and hunting,Noun,0.239,0.66,-0.422,1014
